chapter,full_code,normalized_code,hs6_prefix,description,source_file
09,0909.22.00,09092200,090922,Seeds of coriander - Crushed or ground,Chapter 9_2025HTSRev32.pdf
09,0909.31.00,09093100,090931,Seeds of cumin - Neither crushed nor ground,Chapter 9_2025HTSRev32.pdf
09,0909.32.00,09093200,090932,Seeds of cumin - Crushed or ground,Chapter 9_2025HTSRev32.pdf
09,0909.61.00,09096100,090961,"Seeds of anise, badian, caraway or fennel; juniper berries - Neither crushed nor ground",Chapter 9_2025HTSRev32.pdf
09,0909.62.00,09096200,090962,"Seeds of anise, badian, caraway or fennel; juniper berries - Crushed or ground",Chapter 9_2025HTSRev32.pdf
09,0910.11.00,09101100,091011,Ginger - Neither crushed nor ground,Chapter 9_2025HTSRev32.pdf
09,0910.12.00,09101200,091012,Ginger - Crushed or ground,Chapter 9_2025HTSRev32.pdf
09,0910.20.00,09102000,091020,Ginger - Saffron,Chapter 9_2025HTSRev32.pdf
09,0910.30.00,09103000,091030,Ginger - Turmeric (curcuma),Chapter 9_2025HTSRev32.pdf
09,0910.91.00,09109100,091091,Other spices - Mixtures referred to in note 1(b) to this chapter,Chapter 9_2025HTSRev32.pdf
09,0910.99.05,09109905,091099,Thyme; bay leaves - Crude or not manufactured,Chapter 9_2025HTSRev32.pdf
09,0910.99.06,09109906,091099,Other - Thyme,Chapter 9_2025HTSRev32.pdf
09,0910.99.07,09109907,091099,Other - Bay leaves,Chapter 9_2025HTSRev32.pdf
09,0910.99.10,09109910,091099,Other - Curry,Chapter 9_2025HTSRev32.pdf
09,0910.99.20,09109920,091099,Origanum (Lippia spp.) - Crude or not manufactured,Chapter 9_2025HTSRev32.pdf
09,0910.99.40,09109940,091099,Origanum (Lippia spp.) - Other,Chapter 9_2025HTSRev32.pdf
09,0910.99.50,09109950,091099,Other - Dill,Chapter 9_2025HTSRev32.pdf
09,0910.99.60,09109960,091099,Other,Chapter 9_2025HTSRev32.pdf
10,1001.11.00,10011100,100111,Durum wheat - Seed,Chapter 10_2025HTSRev32.pdf
10,1001.19.00,10011900,100119,Durum wheat - Other,Chapter 10_2025HTSRev32.pdf
10,1001.91.00,10019100,100191,Other - Seed,Chapter 10_2025HTSRev32.pdf
10,1001.99.00,10019900,100199,Other,Chapter 10_2025HTSRev32.pdf
10,1002.10.00,10021000,100210,Grade 2 - Seed,Chapter 10_2025HTSRev32.pdf
10,1002.90.00,10029000,100290,Grade 2 - Other,Chapter 10_2025HTSRev32.pdf
10,1003.10.00,10031000,100310,Grade 2 - Seed,Chapter 10_2025HTSRev32.pdf
10,1003.90.20,10039020,100390,Other - For malting purposes,Chapter 10_2025HTSRev32.pdf
10,1003.90.40,10039040,100390,Other,Chapter 10_2025HTSRev32.pdf
10,1004.10.00,10041000,100410,Other - Seed,Chapter 10_2025HTSRev32.pdf
10,1004.90.00,10049000,100490,Other,Chapter 10_2025HTSRev32.pdf
10,1005.10.00,10051000,100510,Other - Seed,Chapter 10_2025HTSRev32.pdf
10,1005.90.20,10059020,100590,Other - Yellow dent corn,Chapter 10_2025HTSRev32.pdf
10,1005.90.40,10059040,100590,Other,Chapter 10_2025HTSRev32.pdf
10,1006.10.00,10061000,100610,Other - Rice in the husk (paddy or rough),Chapter 10_2025HTSRev32.pdf
10,1006.20.20,10062020,100620,Husked (brown) rice - Basmati,Chapter 10_2025HTSRev32.pdf
10,1006.20.40,10062040,100620,Husked (brown) rice - Other,Chapter 10_2025HTSRev32.pdf
10,1006.30.10,10063010,100630,or glazed - Parboiled,Chapter 10_2025HTSRev32.pdf
10,1006.30.90,10063090,100630,or glazed - Other,Chapter 10_2025HTSRev32.pdf
10,1006.40.00,10064000,100640,Long grain - Broken rice,Chapter 10_2025HTSRev32.pdf
10,1007.10.00,10071000,100710,Long grain - Seed,Chapter 10_2025HTSRev32.pdf
10,1007.90.00,10079000,100790,Long grain - Other,Chapter 10_2025HTSRev32.pdf
10,1008.10.00,10081000,100810,wild rice) - Buckwheat,Chapter 10_2025HTSRev32.pdf
10,1008.21.00,10082100,100821,Millet - Seed,Chapter 10_2025HTSRev32.pdf
10,1008.29.00,10082900,100829,Millet - Other,Chapter 10_2025HTSRev32.pdf
10,1008.30.00,10083000,100830,Millet - Canary seeds,Chapter 10_2025HTSRev32.pdf
10,1008.40.00,10084000,100840,Millet - Fonio (Digitaria spp.),Chapter 10_2025HTSRev32.pdf
10,1008.50.00,10085000,100850,Millet - Quinoa (Chenopodium quinoa),Chapter 10_2025HTSRev32.pdf
10,1008.60.00,10086000,100860,Millet - Triticale,Chapter 10_2025HTSRev32.pdf
10,1008.90.01,10089001,100890,Millet - Other cereals (including wild rice),Chapter 10_2025HTSRev32.pdf
11,1101.00.00,11010000,110100,or 1104 (except mixtures classifiable in subheading 1102.90.30) are dutiable as follows - Wheat or meslin flour,Chapter 11_2025HTSRev32.pdf
11,1102.20.00,11022000,110220,Other - Corn (maize) flour,Chapter 11_2025HTSRev32.pdf
11,1102.90.20,11029020,110290,Other - Buckwheat flour,Chapter 11_2025HTSRev32.pdf
11,1102.90.25,11029025,110290,Other - Rice flour,Chapter 11_2025HTSRev32.pdf
11,1102.90.27,11029027,110290,Other - Rye flour,Chapter 11_2025HTSRev32.pdf
11,1102.90.30,11029030,110290,Other - Mixtures,Chapter 11_2025HTSRev32.pdf
11,1102.90.60,11029060,110290,Other,Chapter 11_2025HTSRev32.pdf
11,1103.11.00,11031100,110311,Groats and meal - Of wheat,Chapter 11_2025HTSRev32.pdf
11,1103.13.00,11031300,110313,Groats and meal - Of corn (maize),Chapter 11_2025HTSRev32.pdf
11,1103.19.12,11031912,110319,Of other cereals - Of oats,Chapter 11_2025HTSRev32.pdf
11,1103.19.14,11031914,110319,Of other cereals - Of rice,Chapter 11_2025HTSRev32.pdf
11,1103.19.90,11031990,110319,Of other cereals,Chapter 11_2025HTSRev32.pdf
11,1103.20.00,11032000,110320,Of other cereals - Pellets,Chapter 11_2025HTSRev32.pdf
11,1104.12.00,11041200,110412,Rolled or flaked grains - Of oats,Chapter 11_2025HTSRev32.pdf
11,1104.19.10,11041910,110419,Of other cereals - Of barley,Chapter 11_2025HTSRev32.pdf
11,1104.19.90,11041990,110419,Of other cereals - Other,Chapter 11_2025HTSRev32.pdf
11,1104.22.00,11042200,110422,or kibbled) - Of oats,Chapter 11_2025HTSRev32.pdf
11,1104.23.00,11042300,110423,or kibbled) - Of corn (maize),Chapter 11_2025HTSRev32.pdf
11,1104.29.10,11042910,110429,Of other cereals - Of barley,Chapter 11_2025HTSRev32.pdf
11,1104.29.90,11042990,110429,Of other cereals - Other,Chapter 11_2025HTSRev32.pdf
11,1104.30.00,11043000,110430,"Of other cereals - Germ of cereals, whole, rolled, flaked or ground",Chapter 11_2025HTSRev32.pdf
11,1105.10.00,11051000,110510,"Of other cereals - Flour, meal and powder",Chapter 11_2025HTSRev32.pdf
11,1105.20.00,11052000,110520,"Of other cereals - Flakes, granules and pellets",Chapter 11_2025HTSRev32.pdf
11,1106.10.00,11061000,110610,or of the products of chapter 8 - Of the dried leguminous vegetables of heading 0713,Chapter 11_2025HTSRev32.pdf
11,1106.20.10,11062010,110620,Of sago or of roots or tubers of heading 0714 - Of Chinese water chestnuts,Chapter 11_2025HTSRev32.pdf
11,1106.20.90,11062090,110620,Of sago or of roots or tubers of heading 0714 - Other,Chapter 11_2025HTSRev32.pdf
11,1106.30.20,11063020,110630,Of the products of chapter 8 - Banana and plantain,Chapter 11_2025HTSRev32.pdf
11,1106.30.40,11063040,110630,Of the products of chapter 8 - Other,Chapter 11_2025HTSRev32.pdf
11,1107.10.00,11071000,110710,Of the products of chapter 8 - Not roasted,Chapter 11_2025HTSRev32.pdf
11,1107.20.00,11072000,110720,Of the products of chapter 8 - Roasted,Chapter 11_2025HTSRev32.pdf
11,1108.11.00,11081100,110811,Starches - Wheat starch,Chapter 11_2025HTSRev32.pdf
11,1108.12.00,11081200,110812,Starches - Corn (maize) starch,Chapter 11_2025HTSRev32.pdf
11,1108.13.00,11081300,110813,Starches - Potato starch,Chapter 11_2025HTSRev32.pdf
11,1108.14.00,11081400,110814,Starches - Cassava (manioc) starch,Chapter 11_2025HTSRev32.pdf
11,1108.19.00,11081900,110819,Starches - Other starches,Chapter 11_2025HTSRev32.pdf
11,1108.20.00,11082000,110820,Starches - Inulin,Chapter 11_2025HTSRev32.pdf
11,1109.00.10,11090010,110900,"Wheat gluten, whether or not dried - To be used as animal feed",Chapter 11_2025HTSRev32.pdf
11,1109.00.90,11090090,110900,"Wheat gluten, whether or not dried - Other",Chapter 11_2025HTSRev32.pdf
